Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Sample 11,Sample 12,Sample 13,Sample 14,Sample 15,Sample 16,Sample 17,Sample 18,Sample 19,Sample 20,Sample 21,Sample 22,Sample 23,Sample 24
133.795963,145.9079848,139.0464867,111.7645625,86.38941472,90.18001415,86.82367392,82.5962686,NA,95.03242893,123.6135074,85.42818396,87.26734823,102.4720525,101.5438762,80.90740025,82.38174804,85.17472217,138.4567364,92.48106655,90.85380622,105.2834703,95.32733681,82.87320634
143.671987,132.9903722,143.0436603,89.86139626,111.5692818,119.2843008,83.28852568,87.61331877,,101.4211406,117.4150193,132.9687966,98.69106588,116.0728739,79.50787624,89.1770811,93.31553438,99.78355641,124.4328689,87.82115238,93.98972125,88.59384564,128.802036,86.35576212
151.8773996,138.1774973,156.0905419,111.5430306,76.2749645,86.99347038,86.78766393,80.79646919,,85.4630101,113.7300447,98.52492157,94.53484993,124.8931623,113.7534083,102.8365335,79.03552897,84.37442547,111.0345817,90.79155223,94.74368064,84.00887192,116.9390531,97.46893327
146.2644689,119.0810184,127.7749844,114.9561931,82.38768448,122.4124261,80.55290559,85.60174284,,92.94699949,87.99128738,118.0716271,88.95582055,118.3378346,93.70050956,84.8689803,81.82135447,98.12564812,94.22028307,84.12009199,99.75309622,106.8117509,92.39316226,108.31273
143.4456213,137.0418636,124.031465,111.1272819,127.6932295,115.5243376,80.49635096,78.32005154,,80.86609839,105.2383892,122.0293895,97.9235042,118.5932381,106.196558,92.32918484,81.55952279,86.1795977,131.5010103,74.90974354,87.12436721,116.3011899,105.0950652,95.81989294
118.8500698,143.2078784,137.8308396,125.3238039,82.10813646,108.4524146,81.17445788,84.74804892,,93.12230533,94.99460684,98.27532241,97.14330944,115.622448,92.01820551,83.56441905,90.38043776,86.33414551,133.9742091,87.90463092,98.07697281,100.3327062,89.75526288,84.37702313
136.7743505,150.2931246,133.5836946,83.99465225,93.66225448,113.5890158,99.97378768,108.8873448,,97.75785086,99.97755774,85.61643584,103.5224423,110.8726614,101.7824014,97.44345015,91.94679493,102.7143588,95.26323734,82.74721467,100.3165836,105.985522,117.0140789,105.6008405
184.4271909,140.4104375,130.2170079,105.1541534,85.43441435,128.0284553,89.142574,92.77720193,,105.8855119,108.7401967,119.6921715,93.09359716,128.1973105,96.14091382,94.31302051,82.00446741,92.71207188,129.6855814,85.53910969,112.2552661,97.95208386,95.0580319,90.50503527
160.8788872,141.9355921,140.5271291,132.194898,110.0777247,144.3894927,79.20062548,77.47585578,,81.45492271,108.6539681,82.15916835,113.086006,109.4339926,87.03957299,93.19710101,83.73075073,89.071023,130.5784853,83.12670373,89.04246392,83.16597368,132.8434743,92.16384495
140.6159339,140.1178619,149.8171834,110.8207255,89.28988986,91.37686245,89.1371424,117.5785827,,81.47274837,114.6418696,134.1316344,93.00596273,121.1109145,97.72828309,78.04706384,94.72053456,104.9000595,136.5418509,90.33728458,111.2036394,118.4669206,126.5080646,115.4035555
122.6859957,128.2413808,173.2022458,124.2567103,91.85862929,90.69599204,97.35925601,79.40966166,,80.96865209,121.1047204,129.8481811,90.00477619,139.9322034,113.9983406,82.29044203,94.01014631,86.66104976,128.8121812,86.66801894,92.01185215,92.7908319,114.4645616,89.78280054
160.6372792,142.2672001,160.0641549,83.64306328,85.97730707,105.9138922,91.9251995,79.27441418,,84.41333539,128.782634,148.2773155,115.1112925,125.3255349,103.6480177,100.1508315,82.09874017,101.4695032,136.0863317,106.4033057,102.8659699,96.45931907,130.2091738,74.15961384
127.6419058,124.3542051,127.0323689,83.64306328,96.44277445,88.10514958,73.99763959,110.5620186,,70.09271693,129.1056266,116.0590109,103.0317849,116.2592914,91.04363629,97.0678574,88.40369635,89.4513155,113.376629,79.30588564,112.8408698,105.1461884,114.2719377,89.46918743
117.7030622,113.4820888,141.8279775,132.4822728,79.98502559,109.2102226,82.59133194,87.48503138,,95.9937566,121.4902062,86.98777377,85.28551341,140.8923691,98.42744065,100.7518353,87.75417399,83.58990138,84.8244947,87.57192403,79.90520809,87.8030398,107.9845143,80.74504834
139.4808856,137.2117582,137.5344549,76.86093161,80.41091969,85.2259533,81.50874671,84.70285656,,95.6876398,123.2732388,119.1546984,93.7551343,130.2482806,98.69841144,89.2211106,82.50057905,92.48624561,134.4297505,82.88969762,89.91442267,83.43588277,134.7289043,83.19847801
175.1159619,129.2463642,127.2400052,114.344309,90.83410151,105.3925089,94.83725354,75.89959311,,98.2416651,119.8533429,133.3915534,96.34455521,116.527573,89.68018083,88.6932868,,106.8079714,95.02754684,94.57461362,110.9735567,100.6756574,124.9024738,120.0944822
221.9002142,139.385923,150.7933836,78.92121312,90.69648362,113.3476487,77.91894458,107.3817015,,86.18587555,118.3818592,133.2773933,100.92762,83.52678064,75.56808547,82.68830511,,101.156499,151.1381714,97.53559451,90.35121532,104.7200613,139.3619612,86.70651897
83.74541966,186.3974169,141.8853587,125.3700591,79.25450295,115.8283428,84.40869336,107.8003732,,93.76920331,131.2475608,88.39658205,95.77614821,136.7266919,98.61071486,105.3119189,,91.58958046,129.7744404,78.55671619,110.4684507,112.5149418,122.2315042,86.26719206
217.7757087,136.6955057,151.4147493,140.4426249,85.63186146,78.09935402,84.57090462,88.59031496,,87.5130298,108.4717195,109.3176011,83.47675136,129.4793084,111.7181433,78.27868845,,100.7601343,146.6613224,80.00927174,101.6975418,89.79786177,115.4250868,83.96432178
135.2120292,144.7204137,148.4223443,89.83147814,95.05336573,128.1512264,82.02927229,87.63024488,,101.8804343,100.4850475,133.2064105,103.7782071,100.0597581,80.57846559,90.20357105,,79.83271803,132.5936019,89.32084571,105.0319947,100.9802772,99.60917773,110.8275677
124.0699483,177.9611884,108.5601138,131.2205234,126.5482287,130.0093325,85.85452414,94.63646964,,92.63723623,117.1313429,120.6897627,84.41329021,127.4907772,124.8057581,83.26464765,,81.40012837,162.8701895,88.33198658,94.77588722,87.36600654,99.38399539,107.5944861
134.9552982,143.4841515,128.60818,86.45924269,100.4854908,88.1155858,106.967686,85.21503979,,102.2262237,106.5140478,82.44622532,81.18939712,116.3693267,114.4576121,80.59126034,,89.56429128,154.4852932,86.48542456,86.70305411,87.36600654,97.71934734,97.41192008
179.3918566,144.9790263,169.5099221,82.22969427,86.56559811,81.40827526,85.13462784,104.3082661,,93.42047167,78.25114467,84.10405574,89.41772493,85.12128213,91.27679293,83.57307055,,95.96738159,126.7378331,88.83591169,121.8575616,101.6890075,111.5273521,90.911511
120.5887788,142.6509704,134.4680786,90.09656675,85.35747714,124.0554328,79.81908299,90.53326599,,97.02517603,83.44333842,112.4661479,98.23538569,125.2870425,121.1219548,83.64999077,,104.7962329,148.0307251,90.58863103,94.35682949,110.1454358,137.6368704,82.84432973
203.2044587,165.6445981,108.9804482,94.31497816,77.99308915,122.0316708,76.6742695,95.60714389,,97.32942327,148.6988064,117.8912475,82.53877082,132.2234887,91.27220766,94.35675035,,88.18460163,96.67644077,94.08635894,95.98584829,100.8182144,129.2313459,110.3896863
190.3992684,137.1909493,179.7357214,86.02833669,79.57303601,114.0485135,84.57346314,92.47757584,,101.5034099,143.3245636,114.6489325,83.60232714,121.9830826,98.22463074,86.21735668,,100.792275,131.6273396,99.5732275,84.84030528,104.2948535,88.43496643,122.1189985
82.49114867,152.3389673,136.9191715,95.81894859,75.11203875,112.0932995,84.01987939,124.4165041,,108.1305613,120.4742203,117.3069448,96.97251837,125.1659493,94.25782755,88.12406682,,79.90188085,99.38000072,105.8719792,93.80406673,104.0072676,124.7355744,105.8987261
91.09892369,138.7731731,133.0853557,147.9383832,78.61898172,108.9256537,75.9976184,92.68493806,,92.63220271,134.6479241,126.6140806,97.52348256,121.306959,108.1672217,85.88802748,,88.29145254,131.9605653,87.99012538,83.35203394,89.45870833,118.4789152,85.2186799
165.6227585,92.94840642,166.6959851,79.99532757,80.33639685,99.63296707,82.98678185,100.7562244,,89.97513062,120.9637166,83.13130376,91.67774055,109.0407475,101.5297606,90.93217869,,95.62792708,122.946739,98.16894143,102.7269082,115.3402346,119.6376822,86.17073539
121.9627121,133.1449227,123.7614146,81.92790999,100.6040525,107.994474,79.74928899,83.7188595,,90.43003567,137.0791366,127.2354793,85.15309289,110.3749096,109.707262,85.17941616,,100.2612517,150.3711376,104.6435067,120.4213859,98.22554249,124.1203013,92.34574984
203.1725388,138.322421,135.599429,162.5600008,89.76012388,120.2282088,83.95682453,88.85409533,,88.00438466,110.8555836,115.3559915,110.2840036,86.48622976,90.65455907,97.16126773,,98.34969606,90.92028983,94.93428636,96.39149259,83.4475429,108.6997424,83.21956749
126.7712389,150.6585476,128.5249568,153.2676786,93.629229,102.7464735,80.50715087,86.79523764,,104.4357038,102.1008311,125.8568138,109.4464458,113.3260734,117.5237256,90.9841063,,83.88328897,134.5963088,98.24289389,98.93516655,114.6473856,120.6686263,84.39824295
132.8534982,159.4513704,131.610989,104.3418977,104.4154835,95.08715041,88.01954598,88.31506433,,84.89676928,85.14873047,84.64795577,86.88554083,86.01842807,97.59921076,104.0963655,,108.7351403,137.1411008,90.09954589,109.8250833,115.8152365,88.05646425,
115.1659638,149.481614,180.2582278,82.18477583,82.97531705,120.1615528,76.30842862,88.74384127,,94.81848273,134.9751068,85.77609118,93.57387272,130.6838336,109.0137913,79.56662609,,103.1172295,105.7526512,91.24105291,99.74621224,85.79882614,118.9020873,
179.648417,143.7738662,139.8620993,98.01402164,78.55427387,113.4618382,77.0088208,94.1038509,,88.91794526,119.6495213,116.9363686,84.71758164,113.2024528,98.18298591,93.76458247,,81.23616211,80.17500717,98.38412113,95.45570985,74.47389645,135.002376,
162.0924091,161.4616052,137.9064749,88.52046206,84.79240602,117.1039386,80.25137172,79.18864876,,80.46410593,88.99568609,105.5128379,121.5204902,92.94951032,94.09171735,87.86444101,,83.05481219,91.80820163,106.5715607,104.5398991,90.53205092,128.0115581,
152.0084725,177.1537029,88.53595585,98.43563669,76.74997593,89.93998344,84.87551538,92.01421349,,90.18941734,131.7093625,132.4961985,89.16666368,110.6711475,82.85251114,76.03869327,,111.8058963,152.1144677,86.50309107,85.08277079,100.7571086,126.4383118,
151.7534141,156.6043664,138.4756398,136.5033517,87.60324428,134.4839872,82.6090033,82.98485046,,91.8049001,85.41881158,133.4865435,100.5713009,118.4354786,87.28864801,82.85475312,,94.18550724,138.6003368,85.85247038,107.7219101,83.95192203,123.2226133,
95.95884407,148.8134373,185.1644512,77.21068219,85.44636724,84.57883999,79.13027356,83.86277855,,92.45678672,89.9200696,97.20690037,85.52781986,114.3389913,87.81682979,76.45444953,,79.28168383,155.3760679,87.64675575,105.8590638,110.556821,111.2105002,
161.5658959,161.5694499,142.464952,111.3370256,92.62092077,103.3238962,76.10576104,91.60759361,,95.44712679,107.9454972,95.86991527,90.79463046,116.3998857,91.24590359,83.06236611,,87.33449371,132.1648621,78.78387923,102.8477871,96.61523719,79.4896214,
192.4256495,132.3797591,162.2788031,96.2279917,108.6063806,78.30810075,84.62909422,81.67445809,,96.80413045,85.42735414,127.7195743,117.8792338,93.2092357,80.3476318,85.93542017,,94.67251694,130.4386854,96.1768326,113.3126645,95.70111088,119.6563644,
140.9944483,88.95977828,170.2913059,164.1346691,90.90436489,93.59876166,90.13781951,107.1531465,,93.56717719,118.0894844,107.4716401,109.041078,126.1818606,113.5898092,,,96.60384778,117.2591652,86.25865207,101.9141295,91.85994807,131.281276,
156.3197556,157.2201805,139.0699773,88.93470537,78.723218,133.2926342,81.30835932,94.12258985,,86.10394962,141.0860989,83.43245462,103.5160156,115.175123,105.0124552,,,115.0359943,98.08740946,107.64743,103.0043105,113.0950318,108.5946577,
161.4112138,178.3630948,137.9604867,92.10327355,107.9170767,111.7179048,78.65182003,86.10028709,,92.71907444,85.23165558,112.3175805,86.7780264,126.336318,110.9507549,,,97.08341856,146.0928752,88.96335904,94.00686408,,108.1273029,
150.42929,140.8821743,117.6079643,118.8546794,97.62514229,83.54412123,85.27330467,81.11174074,,85.93570135,105.5745867,122.5746771,90.66275109,127.1644856,95.17533987,,,94.89981549,96.02439417,78.7930438,104.8928951,,127.0909762,
114.0069229,143.5841781,105.4009732,80.98988733,101.3988119,108.515115,80.93394299,95.92262314,,96.99683257,131.2016661,92.73637232,105.2816201,119.8378769,86.60264265,,,109.3507587,153.7678616,136.355278,102.949668,,99.70725525,
142.9132302,158.4866368,166.4208425,140.4891487,80.83498593,101.0646834,78.5332231,,,97.01115694,128.3063914,124.9624604,103.8877733,152.3992191,91.55041887,,,96.63558735,91.93349683,79.52082178,,,92.98078263,
180.209494,158.753366,178.9576657,79.09682103,90.98790612,87.58017015,85.21198388,,,100.8628698,84.56806491,119.7373462,82.2842053,110.9139541,94.14077445,,,89.00667279,132.3634707,90.05566076,,,88.50329738,
108.398088,86.68980687,141.2121331,118.4751732,83.5438571,127.8813497,85.00429805,,,90.78582588,84.08097487,113.8631566,98.53291013,91.27245425,109.4381909,,,82.9977628,127.6805391,92.23470197,,,94.66114965,
150.6130944,137.6605158,148.4164459,93.4081415,87.01808474,111.2549372,89.71503656,,,96.7029542,150.9939194,97.08965331,77.00052815,126.967169,96.06783218,,,92.34765822,100.7212601,95.90229635,,,122.9502472,
,,,,,,,not enough decent larvae,,,,,,,,not enough healthy larvae,not enough healthy larvae,,,,not enough healthy larvae,not enough healthy larvae,,not enough healthy larvae
